開催日,大会名,店名,開催都道府県,大会カテゴリ,順位,獲得CSP,プレイヤーID,プレイヤー名,デッキ名,大会ID,詳細URL,元テキスト,取得日時
2023-10-12,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,2,75,0000000012,選手12,ドラパルトex,700039,,"2 位	75pt	選手12
プレイヤーID：0000000012",2026-07-29T00:00:00Z
2023-10-12,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,3,50,0000000020,選手20,ドラパルトex,700039,,"3 位	50pt	選手20
プレイヤーID：0000000020",2026-07-29T00:00:00Z
2023-10-12,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,4,50,0000000022,選手22,リザードンex,700039,,"4 位	50pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2023-10-12,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,5,25,0000000023,選手23,リザードンex,700039,,"5 位	25pt	選手23
プレイヤーID：0000000023",2026-07-29T00:00:00Z
2023-10-12,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,6,25,0000000027,選手27,サーナイトex,700039,,"6 位	25pt	選手27
プレイヤーID：0000000027",2026-07-29T00:00:00Z
2023-10-12,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,7,25,0000000037,選手37,サーナイトex,700039,,"7 位	25pt	選手37
プレイヤーID：0000000037",2026-07-29T00:00:00Z
2023-10-12,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,8,25,0000000038,選手38,サーナイトex,700039,,"8 位	25pt	選手38
プレイヤーID：0000000038",2026-07-29T00:00:00Z
2024-03-12,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,1,100,0000000001,トップA,サーナイトex,700040,,"1 位	100pt	トップA
プレイヤーID：0000000001",2026-07-29T00:00:00Z
2024-03-12,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,2,75,0000000008,選手08,タケルライコex,700040,,"2 位	75pt	選手08
プレイヤーID：0000000008",2026-07-29T00:00:00Z
2024-03-12,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,3,50,0000000011,選手11,タケルライコex,700040,,"3 位	50pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2024-03-12,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,4,50,0000000018,選手18,ドラパルトex,700040,,"4 位	50pt	選手18
プレイヤーID：0000000018",2026-07-29T00:00:00Z
2024-03-12,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,5,25,0000000026,選手26,タケルライコex,700040,,"5 位	25pt	選手26
プレイヤーID：0000000026",2026-07-29T00:00:00Z
2024-03-12,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,6,25,0000000027,選手27,リザードンex,700040,,"6 位	25pt	選手27
プレイヤーID：0000000027",2026-07-29T00:00:00Z
2024-03-12,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,7,25,0000000028,選手28,ドラパルトex,700040,,"7 位	25pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2024-03-12,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,8,25,0000000035,選手35,サーナイトex,700040,,"8 位	25pt	選手35
プレイヤーID：0000000035",2026-07-29T00:00:00Z
2023-10-12,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード愛知店,愛知県,オープン,1,100,0000000022,選手22,タケルライコex,700041,,"1 位	100pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2023-10-12,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード愛知店,愛知県,オープン,2,75,0000000027,選手27,サーナイトex,700041,,"2 位	75pt	選手27
プレイヤーID：0000000027",2026-07-29T00:00:00Z
2023-10-12,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード愛知店,愛知県,オープン,3,50,0000000029,選手29,リザードンex,700041,,"3 位	50pt	選手29
プレイヤーID：0000000029",2026-07-29T00:00:00Z
2023-10-12,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード愛知店,愛知県,オープン,4,50,0000000032,選手32,ドラパルトex,700041,,"4 位	50pt	選手32
プレイヤーID：0000000032",2026-07-29T00:00:00Z
2023-10-12,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード愛知店,愛知県,オープン,5,25,0000000034,選手34,サーナイトex,700041,,"5 位	25pt	選手34
プレイヤーID：0000000034",2026-07-29T00:00:00Z
2023-10-12,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード愛知店,愛知県,オープン,6,25,0000000036,選手36,タケルライコex,700041,,"6 位	25pt	選手36
プレイヤーID：0000000036",2026-07-29T00:00:00Z
2023-10-12,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード愛知店,愛知県,オープン,7,25,0000000042,選手42,タケルライコex,700041,,"7 位	25pt	選手42
プレイヤーID：0000000042",2026-07-29T00:00:00Z
2023-10-12,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード愛知店,愛知県,オープン,8,25,0000000061,選手61,リザードンex,700041,,"8 位	25pt	選手61
プレイヤーID：0000000061",2026-07-29T00:00:00Z
2024-03-12,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード愛知店,愛知県,オープン,1,100,0000000032,選手32,サーナイトex,700042,,"1 位	100pt	選手32
プレイヤーID：0000000032",2026-07-29T00:00:00Z
2024-03-12,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード愛知店,愛知県,オープン,2,75,0000000034,選手34,タケルライコex,700042,,"2 位	75pt	選手34
プレイヤーID：0000000034",2026-07-29T00:00:00Z
2024-03-12,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード愛知店,愛知県,オープン,3,50,0000000039,選手39,ドラパルトex,700042,,"3 位	50pt	選手39
プレイヤーID：0000000039",2026-07-29T00:00:00Z
2024-03-12,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード愛知店,愛知県,オープン,4,50,0000000041,選手41,ドラパルトex,700042,,"4 位	50pt	選手41
プレイヤーID：0000000041",2026-07-29T00:00:00Z
2024-03-12,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード愛知店,愛知県,オープン,5,25,0000000045,選手45,ドラパルトex,700042,,"5 位	25pt	選手45
プレイヤーID：0000000045",2026-07-29T00:00:00Z
2024-03-12,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード愛知店,愛知県,オープン,6,25,0000000047,選手47,ドラパルトex,700042,,"6 位	25pt	選手47
プレイヤーID：0000000047",2026-07-29T00:00:00Z
2024-03-12,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード愛知店,愛知県,オープン,7,25,0000000048,選手48,リザードンex,700042,,"7 位	25pt	選手48
プレイヤーID：0000000048",2026-07-29T00:00:00Z
2024-03-12,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード愛知店,愛知県,オープン,8,25,0000000049,選手49,リザードンex,700042,,"8 位	25pt	選手49
プレイヤーID：0000000049",2026-07-29T00:00:00Z
2023-10-13,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,1,100,0000000022,選手22,リザードンex,700043,,"1 位	100pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2023-10-13,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,2,75,0000000025,選手25,リザードンex,700043,,"2 位	75pt	選手25
プレイヤーID：0000000025",2026-07-29T00:00:00Z
2023-10-13,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,3,50,0000000026,選手26,サーナイトex,700043,,"3 位	50pt	選手26
プレイヤーID：0000000026",2026-07-29T00:00:00Z
2023-10-13,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,4,50,0000000029,選手29,タケルライコex,700043,,"4 位	50pt	選手29
プレイヤーID：0000000029",2026-07-29T00:00:00Z
2023-10-13,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,5,25,0000000032,選手32,ドラパルトex,700043,,"5 位	25pt	選手32
プレイヤーID：0000000032",2026-07-29T00:00:00Z
2023-10-13,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,6,25,0000000035,選手35,タケルライコex,700043,,"6 位	25pt	選手35
プレイヤーID：0000000035",2026-07-29T00:00:00Z
2023-10-13,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,7,25,0000000046,選手46,リザードンex,700043,,"7 位	25pt	選手46
プレイヤーID：0000000046",2026-07-29T00:00:00Z
2023-10-13,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,8,25,0000000051,選手51,タケルライコex,700043,,"8 位	25pt	選手51
プレイヤーID：0000000051",2026-07-29T00:00:00Z
2024-03-13,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,1,100,0000000024,選手24,リザードンex,700044,,"1 位	100pt	選手24
プレイヤーID：0000000024",2026-07-29T00:00:00Z
2024-03-13,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,2,75,0000000031,選手31,ドラパルトex,700044,,"2 位	75pt	選手31
プレイヤーID：0000000031",2026-07-29T00:00:00Z
2024-03-13,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,3,50,0000000032,選手32,ドラパルトex,700044,,"3 位	50pt	選手32
プレイヤーID：0000000032",2026-07-29T00:00:00Z
2024-03-13,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,4,50,0000000036,選手36,リザードンex,700044,,"4 位	50pt	選手36
プレイヤーID：0000000036",2026-07-29T00:00:00Z
2024-03-13,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,5,25,0000000042,選手42,タケルライコex,700044,,"5 位	25pt	選手42
プレイヤーID：0000000042",2026-07-29T00:00:00Z
2024-03-13,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,6,25,0000000045,選手45,サーナイトex,700044,,"6 位	25pt	選手45
プレイヤーID：0000000045",2026-07-29T00:00:00Z
2024-03-13,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,7,25,0000000051,選手51,リザードンex,700044,,"7 位	25pt	選手51
プレイヤーID：0000000051",2026-07-29T00:00:00Z
2024-03-13,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,8,25,0000000053,選手53,タケルライコex,700044,,"8 位	25pt	選手53
プレイヤーID：0000000053",2026-07-29T00:00:00Z
2023-10-13,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード福岡店,福岡県,オープン,1,100,0000000024,選手24,サーナイトex,700045,,"1 位	100pt	選手24
プレイヤーID：0000000024",2026-07-29T00:00:00Z
2023-10-13,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード福岡店,福岡県,オープン,2,75,0000000028,選手28,タケルライコex,700045,,"2 位	75pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2023-10-13,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード福岡店,福岡県,オープン,3,50,0000000036,選手36,リザードンex,700045,,"3 位	50pt	選手36
プレイヤーID：0000000036",2026-07-29T00:00:00Z
2023-10-13,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード福岡店,福岡県,オープン,4,50,0000000038,選手38,ドラパルトex,700045,,"4 位	50pt	選手38
プレイヤーID：0000000038",2026-07-29T00:00:00Z
2023-10-13,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード福岡店,福岡県,オープン,5,25,0000000039,選手39,ドラパルトex,700045,,"5 位	25pt	選手39
プレイヤーID：0000000039",2026-07-29T00:00:00Z
2023-10-13,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード福岡店,福岡県,オープン,6,25,0000000041,選手41,リザードンex,700045,,"6 位	25pt	選手41
プレイヤーID：0000000041",2026-07-29T00:00:00Z
2023-10-13,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード福岡店,福岡県,オープン,7,25,0000000047,選手47,タケルライコex,700045,,"7 位	25pt	選手47
プレイヤーID：0000000047",2026-07-29T00:00:00Z
2023-10-13,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード福岡店,福岡県,オープン,8,25,0000000054,選手54,リザードンex,700045,,"8 位	25pt	選手54
プレイヤーID：0000000054",2026-07-29T00:00:00Z
2024-03-13,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード福岡店,福岡県,オープン,1,100,0000000023,選手23,リザードンex,700046,,"1 位	100pt	選手23
プレイヤーID：0000000023",2026-07-29T00:00:00Z
2024-03-13,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード福岡店,福岡県,オープン,2,75,0000000025,選手25,サーナイトex,700046,,"2 位	75pt	選手25
プレイヤーID：0000000025",2026-07-29T00:00:00Z
2024-03-13,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード福岡店,福岡県,オープン,3,50,0000000029,選手29,タケルライコex,700046,,"3 位	50pt	選手29
プレイヤーID：0000000029",2026-07-29T00:00:00Z
2024-03-13,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード福岡店,福岡県,オープン,4,50,0000000030,選手30,ドラパルトex,700046,,"4 位	50pt	選手30
プレイヤーID：0000000030",2026-07-29T00:00:00Z
2024-03-13,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード福岡店,福岡県,オープン,5,25,0000000035,選手35,サーナイトex,700046,,"5 位	25pt	選手35
プレイヤーID：0000000035",2026-07-29T00:00:00Z
